request_rate,unique_endpoints,endpoint_diversity,repeat_request_ratio,failed_request_ratio,post_get_ratio,session_duration_min,total_requests,avg_time_between_requests,request_time_variance,requests_per_minute,total_data_transferred_mb,avg_response_size_kb,sensitive_endpoint_access,bulk_query_indicator,sequential_id_access,known_browser,user_agent_changes,missing_headers,has_referer,javascript_enabled,night_activity,weekend_activity,off_hours_ratio,sql_injection_patterns,xss_patterns,path_traversal_patterns,authentication_failures,canary_access_count,label
10.636390217059443,1,0.05,0.95,0.984919968807721,1.0,2.681271083714486,137,0.6988643133744287,0.47827445436460325,51.09516931432673,0.4827483151270082,8.775613253035207,0,0,0,0,0,1,0,0,1,1,0.6931778977528704,0,0,0,48,0,CREDENTIAL_STUFFING
3.0260048041477012,2,0.6878106093296027,0.21160548747715746,0.1130255851660962,0.25753071944267325,4.716231353045546,14,4.211723914989732,1.2633686580346186,2.9684718479638157,65.9950231756247,3133.4914822592987,1,1,0,1,0,0,1,1,1,1,0.6718812279593278,0,0,0,0,4,DATA_EXFILTRATION
1.5605550231174408,13,0.6389191188071529,0.17315627607271478,0.0011353644767419068,0.19373212839882525,24.42867289818592,30,3.3941229297728617,2.7129074976084313,1.228065074391651,1.028868110496972,68.42892719044572,0,0,0,1,0,0,1,1,0,0,0.19243450969490838,0,0,0,0,0,NORMAL
2.271458864419563,11,0.6608872970661686,0.14030401474395293,0.0637302156538024,0.11413932163687324,26.07363706140493,25,5.530781314340697,5.208796797687155,0.9588228884648332,4.9830102187008745,52.70802063601967,0,0,0,1,0,0,1,1,0,0,0.1592781445239418,0,0,0,0,0,NORMAL
1.017689523027138,3,0.6241526574144857,0.285196130125777,0.050692043796183466,0.18188241436340366,13.289117476679845,43,8.67615006705543,7.014955567463096,3.2357302940137096,1.9948596490202206,72.42562517264157,0,0,0,1,0,0,1,1,0,0,0.030319014960019874,0,0,0,0,0,NORMAL
0.8863020749762974,8,0.7786610459712544,0.114698102091131,0.03164571308744162,0.11739340405118662,19.463545455088287,8,5.122538486909754,7.799350636283265,0.411024806269743,4.751183217526168,40.13904611232865,0,0,0,1,0,0,1,1,0,0,0.001236764528179335,0,0,0,0,0,NORMAL
2.500891269555904,5,0.7890041701115786,0.2700197718903646,0.06508773690471942,0.20659155731026707,17.976494772706758,8,5.270336271807629,3.998011478349188,0.44502557929959685,3.5126912983918555,99.47254250990508,0,0,0,1,0,0,1,1,0,0,0.14613010204784924,0,0,0,0,0,NORMAL
1.2439267911020386,12,0.6109247461185616,0.2917163875733484,0.05265949425897894,0.16065620521308904,27.843187350161482,42,5.53808248816274,2.398432120762984,1.5084479902318515,4.952072813189177,13.536275063562321,0,0,0,1,0,0,1,1,0,0,0.18978324363774302,0,0,0,0,0,NORMAL
1.6545162039050467,6,0.8033390053210573,0.23247227942589943,0.04109329049627583,0.2258438386016584,25.5690060758083,28,7.895190448087126,6.266730902091715,1.0950758084606091,0.7338474415903111,87.37730251165603,0,0,0,1,0,0,1,1,0,1,0.048352901495936323,0,0,0,0,0,NORMAL
1.0807241352411316,13,0.714889281247068,0.0782101361292211,0.08700249255201657,0.2272211269287237,27.643919765911196,48,4.153116272567432,4.578987545078015,1.7363673605792578,1.7926596269468045,76.31151118391773,0,0,0,1,0,0,1,1,0,0,0.010948996451919026,0,0,0,0,0,NORMAL
39.43814242060712,1,0.11950865132069695,0.9138918029852481,0.034254682133247914,0.07416378186176209,3.415020575350452,74,0.16526736350567098,0.6623718599127535,21.668976325978964,12.122737281471814,109.45529569682553,0,1,1,0,0,1,0,1,0,0,0.31786478913367155,0,0,0,0,0,RAPID_SCRAPING
0.9479097957253773,13,0.7611243805971893,0.22741783587613112,0.09837115832091518,0.11003507006399481,29.703101898865885,26,3.67686191851297,6.322740448776537,0.8753294551028936,1.768212514829624,26.587125725508916,0,0,0,1,0,0,1,1,1,1,0.1548971206239582,0,0,0,0,0,NORMAL
5.0283269452045545,2,0.576084310679787,0.5927871353410847,0.5192767945350493,0.570316385451194,4.369427150873529,12,2.6587606166631454,1.372290628329047,2.746355434167378,4.489121703135442,23.452128321080263,0,0,0,1,0,0,0,1,1,0,0.4431166400482238,1,1,0,1,0,SQL_INJECTION
